Metai,Nr,Žaidėja,EFF,Komanda,Metai,Nr,Žaidėja,PTS,Komanda,Metai,Nr,Žaidėja,FG%,Komanda,Metai,Nr,Žaidėja,FT%,Komanda,Metai,Nr,Žaidėja,REB,Komanda,Metai,Nr,Žaidėja,AST,Komanda,Metai,Nr,Žaidėja,BS,Komanda,Metai,Nr,Žaidėja,ST,Komanda,Metai,Nr,Žaidėja,TO,Komanda,Metai,Nr,Žaidėja,MIN,Komanda
2020,4.,Gabija  Šegždaitė,"14,31",Kauno Aistės-LSMU,2020,4.,Agnė  Černeckytė,"13,58",Klaipėdos Neptūnas,2020,4.,Gabija  Šegždaitė,"51,32%",Kauno Aistės-LSMU,2020,4.,Viltė  Andrunavičiūtė,"80,91%",LCC tarptautinis universitetas,2020,4.,Evelina  Razgutė,"7,00",LCC tarptautinis universitetas,2020,4.,Dalia  Donskichytė,"4,00",Klaipėdos Neptūnas,2020,4.,Livija  Sakevičiūtė,"0,73",Vilniaus Kibirkštis-MRU,2020,4.,Dominyka  Gerkytė,"2,78",Vilniaus Kibirkštis-VKM,2020,4.,Rusnė  Būgaitė,"4,67","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,4.,Ligita  Tamutytė,"31,12",Klaipėdos Neptūnas
2020,5.,Jacqueline  Luna-Castro,"14,23",Vilniaus Kibirkštis-MRU,2020,5.,Dalia  Donskichytė,"12,96",Klaipėdos Neptūnas,2020,5.,Jacqueline  Luna-Castro,"51,27%",Vilniaus Kibirkštis-MRU,2020,5.,Savannah  Plentovich,"80,88%",Šiaulių Šiauliai,2020,5.,Andra  Gabalytė,"6,76",Klaipėdos Neptūnas,2020,5.,Gabrielė  Šulskė,"3,83",Vilniaus Kibirkštis-MRU,2020,5.,Ugnė  Grigaliūnaitė,"0,71",Vilniaus Kibirkštis-VKM,2020,5.,Jacqueline  Benitez,"2,38",Šiaulių Šiauliai,2020,5.,Gabrielė  Sederevičiūtė,"4,10",Vilniaus Kibirkštis-VKM,2020,5.,Viltė  Andrunavičiūtė,"31,00",LCC tarptautinis universitetas
2020,6.,Livija  Sakevičiūtė,"14,19",Vilniaus Kibirkštis-MRU,2020,6.,Ligita  Tamutytė,"12,56",Klaipėdos Neptūnas,2020,6.,Enrika  Matiukaitė,"49,33%",Šiaulių Šiauliai,2020,6.,Justina   Kraujūnaitė,"80,39%",Vilniaus Kibirkštis-MRU,2020,6.,Karolina  Kazočiūnaitė,"6,64",Kauno Aistės-LSMU,2020,6.,Savannah  Plentovich,"3,35",Šiaulių Šiauliai,2020,6.,Ema  Januškevičiūtė,"0,64",LCC tarptautinis universitetas,2020,6.,Martyna   Petrėnaitė,"2,08",Kauno Aistės-LSMU,2020,6.,Austė  Jurevičiūtė,"4,05",LCC tarptautinis universitetas,2020,6.,Gabija  Šegždaitė,"30,31",Kauno Aistės-LSMU
2020,7.,Karolina  Kazočiūnaitė,"13,88",Kauno Aistės-LSMU,2020,7.,Savannah  Plentovich,"12,39",Šiaulių Šiauliai,2020,7.,Justina   Kraujūnaitė,"47,90%",Vilniaus Kibirkštis-MRU,2020,7.,Jacqueline  Luna-Castro,"80,00%",Vilniaus Kibirkštis-MRU,2020,7.,Jacqueline  Luna-Castro,"6,58",Vilniaus Kibirkštis-MRU,2020,7.,Agnė  Černeckytė,"3,00",Klaipėdos Neptūnas,2020,7.,Ugnė  Sirtautaitė,"0,58",Vilniaus Kibirkštis-VKM,2020,7.,Justina   Kraujūnaitė,"1,83",Vilniaus Kibirkštis-MRU,2020,7.,Dalia  Donskichytė,"3,88",Klaipėdos Neptūnas,2020,7.,Savannah  Plentovich,"30,30",Šiaulių Šiauliai
2020,8.,Andra  Gabalytė,"13,14",Klaipėdos Neptūnas,2020,8.,Martyna   Petrėnaitė,"11,68",Kauno Aistės-LSMU,2020,8.,Emilija  Grigaliūnaitė,"45,45%",Vilniaus Kibirkštis-VKM,2020,8.,Andra  Gabalytė,"80,00%",Klaipėdos Neptūnas,2020,8.,Ligita  Tamutytė,"6,36",Klaipėdos Neptūnas,2020,8.,Deimantė  Žukaitė,"2,96",Kauno Aistės-LSMU,2020,8.,Gabija  Šegždaitė,"0,50",Kauno Aistės-LSMU,2020,8.,Ligita  Tamutytė,"1,80",Klaipėdos Neptūnas,2020,8.,Dominyka  Paliulytė,"3,23",Klaipėdos Neptūnas,2020,8.,Karolina  Kazočiūnaitė,"30,04",Kauno Aistės-LSMU
2020,9.,Gabrielė  Šulskė,"13,09",Vilniaus Kibirkštis-MRU,2020,9.,Dominyka  Gerkytė,"11,56",Vilniaus Kibirkštis-VKM,2020,9.,Ligita  Tamutytė,"45,31%",Klaipėdos Neptūnas,2020,9.,Jacqueline  Benitez,"79,41%",Šiaulių Šiauliai,2020,9.,Emilija  Grigaliūnaitė,"6,20",Vilniaus Kibirkštis-VKM,2020,9.,Kristė  Timofejeva,"2,91",Vilniaus Kibirkštis-MRU,2020,9.,Jacqueline  Benitez,"0,50",Šiaulių Šiauliai,2020,9.,Rusnė  Būgaitė,"1,72","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,9.,Davida  Dale,"2,88",Šiaulių Šiauliai,2020,9.,Davida  Dale,"29,21",Šiaulių Šiauliai
2020,10.,Martyna   Petrėnaitė,"12,04",Kauno Aistės-LSMU,2020,10.,Jacqueline  Luna-Castro,"11,46",Vilniaus Kibirkštis-MRU,2020,10.,Kristė  Timofejeva,"45,11%",Vilniaus Kibirkštis-MRU,2020,10.,Agnė  Černeckytė,"78,41%",Klaipėdos Neptūnas,2020,10.,Gustė  Drakšaitė,"6,18",LCC tarptautinis universitetas,2020,10.,Dominyka  Gerkytė,"2,89",Vilniaus Kibirkštis-VKM,2020,10.,Martyna   Petrėnaitė,"0,48",Kauno Aistės-LSMU,2020,10.,Justina  Miknaitė,"1,64",Vilniaus Kibirkštis-MRU,2020,10.,Savannah  Plentovich,"2,87",Šiaulių Šiauliai,2020,10.,Jacqueline  Luna-Castro,"28,96",Vilniaus Kibirkštis-MRU
2020,11.,Justina   Kraujūnaitė,"12,00",Vilniaus Kibirkštis-MRU,2020,11.,Karolina  Kazočiūnaitė,"10,44",Kauno Aistės-LSMU,2020,11.,Deimantė  Žukaitė,"45,05%",Kauno Aistės-LSMU,2020,11.,Audronė  Zdanevičiūtė,"78,26%",Vilniaus Kibirkštis-MRU,2020,11.,Davida  Dale,"6,08",Šiaulių Šiauliai,2020,11.,Viltė  Andrunavičiūtė,"2,82",LCC tarptautinis universitetas,2020,11.,Eglė  Zabotkaitė,"0,48",Vilniaus Kibirkštis-MRU,2020,11.,Gabrielė  Šulskė,"1,61",Vilniaus Kibirkštis-MRU,2020,11.,Ligita  Tamutytė,"2,84",Klaipėdos Neptūnas,2020,11.,Rusnė  Būgaitė,"28,83","Klaipėdos Neptūnas

LCC tarptautinis universitetas"
2020,12.,Evelina  Razgutė,"11,64",LCC tarptautinis universitetas,2020,12.,Gabija  Šegždaitė,"10,27",Kauno Aistės-LSMU,2020,12.,Gabija  Janušaitė,"44,00%",Kauno Aistės-LSMU,2020,12.,Ligita  Tamutytė,"78,00%",Klaipėdos Neptūnas,2020,12.,Goda  Kuzminskytė,"5,50",Šiaulių Šiauliai,2020,12.,Gabrielė  Sederevičiūtė,"2,70",Vilniaus Kibirkštis-VKM,2020,12.,Jacqueline  Luna-Castro,"0,46",Vilniaus Kibirkštis-MRU,2020,12.,Livija  Sakevičiūtė,"1,58",Vilniaus Kibirkštis-MRU,2020,12.,Gabrielė  Šulskė,"2,78",Vilniaus Kibirkštis-MRU,2020,12.,Evelina  Razgutė,"28,73",LCC tarptautinis universitetas
2020,13.,Agnė  Černeckytė,"11,54",Klaipėdos Neptūnas,2020,13.,Livija  Sakevičiūtė,"9,96",Vilniaus Kibirkštis-MRU,2020,13.,Gabrielė  Šulskė,"43,16%",Vilniaus Kibirkštis-MRU,2020,13.,Martyna   Petrėnaitė,"76,47%",Kauno Aistės-LSMU,2020,13.,Enrika  Matiukaitė,"5,15",Šiaulių Šiauliai,2020,13.,Dominyka  Paliulytė,"2,50",Klaipėdos Neptūnas,2020,13.,Andra  Gabalytė,"0,43",Klaipėdos Neptūnas,2020,13.,Andra  Gabalytė,"1,57",Klaipėdos Neptūnas,2020,13.,Deimantė  Žukaitė,"2,68",Kauno Aistės-LSMU,2020,13.,Gerda  Raulušaitytė,"28,50",Vilniaus Kibirkštis-VKM
2020,14.,Dalia  Donskichytė,"11,04",Klaipėdos Neptūnas,2020,14.,Gabrielė  Šulskė,"9,96",Vilniaus Kibirkštis-MRU,2020,14.,Justina  Miknaitė,"43,02%",Vilniaus Kibirkštis-MRU,2020,14.,Dominyka  Gerkytė,"75,00%",Vilniaus Kibirkštis-VKM,2020,14.,Livija  Sakevičiūtė,"5,00",Vilniaus Kibirkštis-MRU,2020,14.,Brigita  Sinickaitė,"2,46",Kauno Aistės-LSMU,2020,14.,Vanja  Petrovic,"0,40",LCC tarptautinis universitetas,2020,14.,Brigita  Sinickaitė,"1,54",Kauno Aistės-LSMU,2020,14.,Emilija  Grigaliūnaitė,"2,60",Vilniaus Kibirkštis-VKM,2020,14.,Martyna   Petrėnaitė,"27,96",Kauno Aistės-LSMU
2020,15.,Gintarė  Paulauskaitė,"10,28",Klaipėdos Neptūnas,2020,15.,Deimantė  Žukaitė,"9,84",Kauno Aistės-LSMU,2020,15.,Evelina  Šataitė,"42,31%",Vilniaus Kibirkštis-MRU,2020,15.,Ieva  Savickaitė,"74,03%",Vilniaus Kibirkštis-MRU,2020,15.,Rusnė  Būgaitė,"4,83","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,15.,Gabija  Šegždaitė,"2,38",Kauno Aistės-LSMU,2020,15.,Ionna  McKenzie,"0,39",Klaipėdos Neptūnas,2020,15.,Evelina  Razgutė,"1,45",LCC tarptautinis universitetas,2020,15.,Agnė  Černeckytė,"2,58",Klaipėdos Neptūnas,2020,15.,Dominyka  Gerkytė,"27,94",Vilniaus Kibirkštis-VKM
2020,16.,Emilija  Grigaliūnaitė,"9,90",Vilniaus Kibirkštis-VKM,2020,16.,Gerda  Raulušaitytė,"9,40",Vilniaus Kibirkštis-VKM,2020,16.,Ionna  McKenzie,"40,31%",Klaipėdos Neptūnas,2020,16.,Livija  Sakevičiūtė,"73,20%",Vilniaus Kibirkštis-MRU,2020,16.,Ugnė  Sirtautaitė,"4,74",Vilniaus Kibirkštis-VKM,2020,16.,Justina  Miknaitė,"2,28",Vilniaus Kibirkštis-MRU,2020,16.,Davida  Dale,"0,38",Šiaulių Šiauliai,2020,16.,Audronė  Zdanevičiūtė,"1,44",Vilniaus Kibirkštis-MRU,2020,16.,Andra  Gabalytė,"2,57",Klaipėdos Neptūnas,2020,16.,Jacqueline  Benitez,"27,88",Šiaulių Šiauliai
2020,17.,Justina  Miknaitė,"9,72",Vilniaus Kibirkštis-MRU,2020,17.,Andra  Gabalytė,"8,90",Klaipėdos Neptūnas,2020,17.,Karolina  Kazočiūnaitė,"40,26%",Kauno Aistės-LSMU,2020,17.,Eglė  Zabotkaitė,"72,22%",Vilniaus Kibirkštis-MRU,2020,17.,Urtė  Bukauskaitė,"4,73",Šiaulių Šiauliai,2020,17.,Šeila  Gudinskaitė,"2,19",Šiaulių Šiauliai,2020,17.,Evelina  Razgutė,"0,36",LCC tarptautinis universitetas,2020,17.,Amalija  Pašajevaitė,"1,40",Vilniaus Kibirkštis-VKM,2020,17.,Ugnė  Sirtautaitė,"2,47",Vilniaus Kibirkštis-VKM,2020,17.,Austė  Jurevičiūtė,"27,65",LCC tarptautinis universitetas
2020,18.,Deimantė  Žukaitė,"9,60",Kauno Aistės-LSMU,2020,18.,Dominyka  Paliulytė,"8,59",Klaipėdos Neptūnas,2020,18.,Gintarė  Paulauskaitė,"39,74%",Klaipėdos Neptūnas,2020,18.,Dalia  Donskichytė,"71,43%",Klaipėdos Neptūnas,2020,18.,Martyna   Petrėnaitė,"4,68",Kauno Aistės-LSMU,2020,18.,Karolina  Kazočiūnaitė,"2,04",Kauno Aistės-LSMU,2020,18.,Gustė  Drakšaitė,"0,36",LCC tarptautinis universitetas,2020,18.,Aistė  Radzevičiūtė,"1,37",Vilniaus Kibirkštis-VKM,2020,18.,Šeila  Gudinskaitė,"2,27",Šiaulių Šiauliai,2020,18.,Gabrielė  Sederevičiūtė,"27,15",Vilniaus Kibirkštis-VKM
2020,19.,Viltė  Andrunavičiūtė,"9,55",LCC tarptautinis universitetas,2020,19.,Urtė  Slavickaitė,"8,24",Kauno Aistės-LSMU,2020,19.,Gerda  Raulušaitytė,"39,47%",Vilniaus Kibirkštis-VKM,2020,19.,Gintarė  Paulauskaitė,"70,49%",Klaipėdos Neptūnas,2020,19.,Gabrielė  Šulskė,"4,65",Vilniaus Kibirkštis-MRU,2020,19.,Ligita  Tamutytė,"1,88",Klaipėdos Neptūnas,2020,19.,Gabrielė  Sederevičiūtė,"0,35",Vilniaus Kibirkštis-VKM,2020,19.,Viltė  Andrunavičiūtė,"1,36",LCC tarptautinis universitetas,2020,19.,Gustė  Drakšaitė,"2,27",LCC tarptautinis universitetas,2020,19.,Amalija  Pašajevaitė,"26,90",Vilniaus Kibirkštis-VKM
2020,20.,Ieva  Savickaitė,"9,38",Vilniaus Kibirkštis-MRU,2020,20.,Justina  Miknaitė,"8,16",Vilniaus Kibirkštis-MRU,2020,20.,Eglė  Zabotkaitė,"39,33%",Vilniaus Kibirkštis-MRU,2020,20.,Davida  Dale,"68,47%",Šiaulių Šiauliai,2020,20.,Ema  Januškevičiūtė,"4,64",LCC tarptautinis universitetas,2020,20.,Eglė  Zabotkaitė,"1,88",Vilniaus Kibirkštis-MRU,2020,20.,Ligita  Tamutytė,"0,32",Klaipėdos Neptūnas,2020,20.,Gabrielė  Sederevičiūtė,"1,35",Vilniaus Kibirkštis-VKM,2020,20.,Ionna  McKenzie,"2,26",Klaipėdos Neptūnas,2020,20.,Gintarė  Paulauskaitė,"26,64",Klaipėdos Neptūnas
2020,21.,Kristė  Timofejeva,"8,96",Vilniaus Kibirkštis-MRU,2020,21.,Audronė  Zdanevičiūtė,"8,13",Vilniaus Kibirkštis-MRU,2020,21.,Saulė  Mikelionytė,"38,89%",Vilniaus Kibirkštis-MRU,2020,21.,Evelina  Razgutė,"68,00%",LCC tarptautinis universitetas,2020,21.,Gerda  Raulušaitytė,"4,55",Vilniaus Kibirkštis-VKM,2020,21.,Audronė  Zdanevičiūtė,"1,88",Vilniaus Kibirkštis-MRU,2020,21.,Enrika  Matiukaitė,"0,31",Šiaulių Šiauliai,2020,21.,Dominyka  Paliulytė,"1,18",Klaipėdos Neptūnas,2020,21.,Karolina  Kazočiūnaitė,"2,24",Kauno Aistės-LSMU,2020,21.,Urtė  Bukauskaitė,"25,96",Šiaulių Šiauliai
2020,22.,Gerda  Raulušaitytė,"8,80",Vilniaus Kibirkštis-VKM,2020,22.,Rusnė  Būgaitė,"8,00","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,22.,Dalia  Donskichytė,"38,82%",Klaipėdos Neptūnas,2020,22.,Deimantė  Žukaitė,"67,57%",Kauno Aistės-LSMU,2020,22.,Viltė  Andrunavičiūtė,"4,55",LCC tarptautinis universitetas,2020,22.,Amalija  Pašajevaitė,"1,80",Vilniaus Kibirkštis-VKM,2020,22.,Ieva  Savickaitė,"0,31",Vilniaus Kibirkštis-MRU,2020,22.,Agnė  Černeckytė,"1,15",Klaipėdos Neptūnas,2020,22.,Gabija  Šegždaitė,"2,23",Kauno Aistės-LSMU,2020,22.,Deimantė  Žukaitė,"25,24",Kauno Aistės-LSMU
2020,23.,Ionna  McKenzie,"8,65",Klaipėdos Neptūnas,2020,23.,Eglė  Zabotkaitė,"7,92",Vilniaus Kibirkštis-MRU,2020,23.,Rusnė  Būgaitė,"38,52%","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,23.,Ugnė  Sirtautaitė,"67,44%",Vilniaus Kibirkštis-VKM,2020,23.,Gintarė  Paulauskaitė,"4,48",Klaipėdos Neptūnas,2020,23.,Livija  Sakevičiūtė,"1,58",Vilniaus Kibirkštis-MRU,2020,23.,Gerda  Raulušaitytė,"0,30",Vilniaus Kibirkštis-VKM,2020,23.,Urtė  Slavickaitė,"1,12",Kauno Aistės-LSMU,2020,23.,Kristė  Timofejeva,"2,17",Vilniaus Kibirkštis-MRU,2020,23.,Gabrielė  Šulskė,"23,78",Vilniaus Kibirkštis-MRU
2020,24.,Jacqueline  Benitez,"7,75",Šiaulių Šiauliai,2020,24.,Ugnė  Sirtautaitė,"7,74",Vilniaus Kibirkštis-VKM,2020,24.,Gedvilė  Savostaitė,"38,46%",Kauno Aistės-LSMU,2020,24.,Emilija  Grigaliūnaitė,"67,14%",Vilniaus Kibirkštis-VKM,2020,24.,Dalia  Donskichytė,"4,44",Klaipėdos Neptūnas,2020,24.,Urtė  Slavickaitė,"1,52",Kauno Aistės-LSMU,2020,24.,Amalija  Pašajevaitė,"0,30",Vilniaus Kibirkštis-VKM,2020,24.,Goda  Kuzminskytė,"1,11",Šiaulių Šiauliai,2020,24.,Martyna   Petrėnaitė,"2,16",Kauno Aistės-LSMU,2020,24.,Goda  Kuzminskytė,"23,50",Šiaulių Šiauliai
2020,25.,Eglė  Zabotkaitė,"6,96",Vilniaus Kibirkštis-MRU,2020,25.,Urtė  Bukauskaitė,"7,58",Šiaulių Šiauliai,2020,25.,Martyna   Petrėnaitė,"38,37%",Kauno Aistės-LSMU,2020,25.,Karolina  Kazočiūnaitė,"65,82%",Kauno Aistės-LSMU,2020,25.,Justina  Miknaitė,"4,40",Vilniaus Kibirkštis-MRU,2020,25.,Gintarė  Paulauskaitė,"1,40",Klaipėdos Neptūnas,2020,25.,Urtė  Ratavičiūtė,"0,30",Vilniaus Kibirkštis-VKM,2020,25.,Deimantė  Žukaitė,"1,04",Kauno Aistės-LSMU,2020,25.,Austėja  Kasnaravičiūtė,"2,16",LCC tarptautinis universitetas,2020,25.,Gustė  Drakšaitė,"23,45",LCC tarptautinis universitetas
2020,26.,Enrika  Matiukaitė,"6,92",Šiaulių Šiauliai,2020,26.,Gintarė  Paulauskaitė,"7,40",Klaipėdos Neptūnas,2020,26.,Audronė  Zdanevičiūtė,"37,84%",Vilniaus Kibirkštis-MRU,2020,26.,Austė  Jurevičiūtė,"65,71%",LCC tarptautinis universitetas,2020,26.,Agnesė  Garčinskaitė,"4,38",Šiaulių Šiauliai,2020,26.,Jacqueline  Luna-Castro,"1,38",Vilniaus Kibirkštis-MRU,2020,26.,Vestina  Keburytė,"0,29",LCC tarptautinis universitetas,2020,26.,Karolina  Kazočiūnaitė,"1,04",Kauno Aistės-LSMU,2020,26.,Livija  Sakevičiūtė,"2,15",Vilniaus Kibirkštis-MRU,2020,26.,Urtė  Slavickaitė,"22,60",Kauno Aistės-LSMU
2020,27.,Gustė  Drakšaitė,"6,91",LCC tarptautinis universitetas,2020,27.,Ieva  Savickaitė,"7,35",Vilniaus Kibirkštis-MRU,2020,27.,Savannah  Plentovich,"37,45%",Šiaulių Šiauliai,2020,27.,Gerda  Raulušaitytė,"63,04%",Vilniaus Kibirkštis-VKM,2020,27.,Amalija  Pašajevaitė,"4,20",Vilniaus Kibirkštis-VKM,2020,27.,Evelina  Razgutė,"1,36",LCC tarptautinis universitetas,2020,27.,Ana  Kavtaradze,"0,27","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,27.,Šeila  Gudinskaitė,"1,00",Šiaulių Šiauliai,2020,27.,Aistė  Radzevičiūtė,"2,11",Vilniaus Kibirkštis-VKM,2020,27.,Kristė  Timofejeva,"22,39",Vilniaus Kibirkštis-MRU
2020,28.,Audronė  Zdanevičiūtė,"6,56",Vilniaus Kibirkštis-MRU,2020,28.,Emilija  Grigaliūnaitė,"7,35",Vilniaus Kibirkštis-VKM,2020,28.,Dominyka  Gerkytė,"37,20%",Vilniaus Kibirkštis-VKM,2020,28.,Kristė  Timofejeva,"61,22%",Vilniaus Kibirkštis-MRU,2020,28.,Gabrielė  Sederevičiūtė,"3,90",Vilniaus Kibirkštis-VKM,2020,28.,Goda  Kuzminskytė,"1,33",Šiaulių Šiauliai,2020,28.,Justina   Kraujūnaitė,"0,25",Vilniaus Kibirkštis-MRU,2020,28.,Enrika  Matiukaitė,"1,00",Šiaulių Šiauliai,2020,28.,Ana  Kavtaradze,"2,09","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,28.,Ionna  McKenzie,"22,22",Klaipėdos Neptūnas
2020,29.,Rusnė  Būgaitė,"6,17","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,29.,Kristė  Timofejeva,"7,26",Vilniaus Kibirkštis-MRU,2020,29.,Gabrielė  Sederevičiūtė,"37,11%",Vilniaus Kibirkštis-VKM,2020,29.,Justina  Miknaitė,"60,66%",Vilniaus Kibirkštis-MRU,2020,29.,Justina   Kraujūnaitė,"3,83",Vilniaus Kibirkštis-MRU,2020,29.,Martyna   Petrėnaitė,"1,32",Kauno Aistės-LSMU,2020,29.,Goda  Kuzminskytė,"0,22",Šiaulių Šiauliai,2020,29.,Ieva  Šerpytytė,"0,92",Šiaulių Šiauliai,2020,29.,Urtė  Slavickaitė,"2,08",Kauno Aistės-LSMU,2020,29.,Dominyka  Paliulytė,"22,18",Klaipėdos Neptūnas
2020,30.,Urtė  Bukauskaitė,"6,12",Šiaulių Šiauliai,2020,30.,Evelina  Razgutė,"6,73",LCC tarptautinis universitetas,2020,30.,Gustė  Drakšaitė,"36,96%",LCC tarptautinis universitetas,2020,30.,Dominyka  Paliulytė,"59,18%",Klaipėdos Neptūnas,2020,30.,Kristė  Timofejeva,"3,83",Vilniaus Kibirkštis-MRU,2020,30.,Urtė  Bukauskaitė,"1,31",Šiaulių Šiauliai,2020,30.,Rusnė  Būgaitė,"0,22","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,30.,Gabija  Šegždaitė,"0,92",Kauno Aistės-LSMU,2020,30.,Justina  Miknaitė,"2,08",Vilniaus Kibirkštis-MRU,2020,30.,Emilija  Grigaliūnaitė,"22,10",Vilniaus Kibirkštis-VKM
2020,31.,Dominyka  Gerkytė,"5,94",Vilniaus Kibirkštis-VKM,2020,31.,Justina   Kraujūnaitė,"6,67",Vilniaus Kibirkštis-MRU,2020,31.,Urtė  Slavickaitė,"36,50%",Kauno Aistės-LSMU,2020,31.,Amalija  Pašajevaitė,"57,78%",Vilniaus Kibirkštis-VKM,2020,31.,Ana  Kavtaradze,"3,82","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,31.,Klaudija  Janionytė,"1,25",Kauno Aistės-LSMU,2020,31.,Kamilė  Mickutė,"0,20",Kauno Aistės-LSMU,2020,31.,Jacqueline  Luna-Castro,"0,92",Vilniaus Kibirkštis-MRU,2020,31.,Vestina  Keburytė,"2,07",LCC tarptautinis universitetas,2020,31.,Brigita  Sinickaitė,"21,42",Kauno Aistės-LSMU
2020,32.,Agnesė  Garčinskaitė,"5,33",Šiaulių Šiauliai,2020,32.,Enrika  Matiukaitė,"6,46",Šiaulių Šiauliai,2020,32.,Urtė  Bukauskaitė,"36,14%",Šiaulių Šiauliai,2020,32.,Rusnė  Būgaitė,"54,05%","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,32.,Ieva  Savickaitė,"3,77",Vilniaus Kibirkštis-MRU,2020,32.,Jacqueline  Benitez,"1,25",Šiaulių Šiauliai,2020,32.,Audronė  Zdanevičiūtė,"0,19",Vilniaus Kibirkštis-MRU,2020,32.,Gustė  Drakšaitė,"0,91",LCC tarptautinis universitetas,2020,32.,Gerda  Raulušaitytė,"2,05",Vilniaus Kibirkštis-VKM,2020,32.,Livija  Sakevičiūtė,"21,38",Vilniaus Kibirkštis-MRU
2020,33.,Urtė  Slavickaitė,"4,84",Kauno Aistės-LSMU,2020,33.,Goda  Kuzminskytė,"6,39",Šiaulių Šiauliai,2020,33.,Davida  Dale,"35,80%",Šiaulių Šiauliai,2020,33.,Gabrielė  Šulskė,"52,44%",Vilniaus Kibirkštis-MRU,2020,33.,Vanja  Petrovic,"3,70",LCC tarptautinis universitetas,2020,33.,Rusnė  Būgaitė,"1,22","Klaipėdos Neptūnas

LCC tarptautinis universitetas",2020,33.,Justina  Miknaitė,"0,16",Vilniaus Kibirkštis-MRU,2020,33.,Gerda  Raulušaitytė,"0,85",Vilniaus Kibirkštis-VKM,2020,33.,Audronė  Zdanevičiūtė,"2,00",Vilniaus Kibirkštis-MRU,2020,33.,Ugnė  Sirtautaitė,"20,95",Vilniaus Kibirkštis-VKM
2021,1.,Donica  Cosby,"20,50",Šiaulių Šiauliai-Vilmers,2021,1.,Laurita  Jurčiūtė,"20,50",Klaipėdos LCC tarptautinis universitetas,2021,1.,Livija  Sakevičiūtė,"56,77%",Vilniaus Kibirkštis-MRU,2021,1.,Arbe   Hashani,"100,00%",Klaipėdos LCC tarptautinis universitetas,2021,1.,Kateryna  Chikaodiri Dike,"7,00",Klaipėdos LCC tarptautinis universitetas,2021,1.,Dalia  Donskichytė,"5,43",Klaipėdos Neptūnas,2021,1.,Gintarė  Paulauskaitė,"2,20",Kauno Aistės-LSMU,2021,1.,Dalia  Donskichytė,"3,29",Klaipėdos Neptūnas,2021,1.,Amalija  Pašajevaitė,"7,00",Vilniaus Kibirkštis-VKM,2021,1.,Gustė  Drakšaitė,"31,67",Klaipėdos LCC tarptautinis universitetas
2021,2.,Livija  Sakevičiūtė,"17,44",Vilniaus Kibirkštis-MRU,2021,2.,Donica  Cosby,"18,67",Šiaulių Šiauliai-Vilmers,2021,2.,Gerda  Raulušaitytė,"53,16%","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,2.,Urtė  Slavickaitė,"90,91%",Kauno Aistės-LSMU,2021,2.,Gustė  Drakšaitė,"7,00",Klaipėdos LCC tarptautinis universitetas,2021,2.,Andra  Gabalytė,"4,43",Klaipėdos Neptūnas,2021,2.,Gabrielė  Sederevičiūtė,"1,27",Vilniaus Kibirkštis-VKM,2021,2.,Amalija  Pašajevaitė,"3,20",Vilniaus Kibirkštis-VKM,2021,2.,Laurita  Jurčiūtė,"4,50",Klaipėdos LCC tarptautinis universitetas,2021,2.,Andra  Gabalytė,"30,86",Klaipėdos Neptūnas
2021,3.,Savannah  Plentovich,"15,65",Klaipėdos Neptūnas,2021,3.,Ahiyona  Vason,"15,75",Šiaulių Šiauliai-Vilmers,2021,3.,Gabrielė  Šulskė,"53,15%",Vilniaus Kibirkštis-MRU,2021,3.,Martyna   Petrėnaitė,"85,00%",Kauno Aistės-LSMU,2021,3.,Ligita  Tamutytė,"6,71",Klaipėdos Neptūnas,2021,3.,Gabrielė  Šulskė,"4,20",Vilniaus Kibirkštis-MRU,2021,3.,Livija  Sakevičiūtė,"1,00",Vilniaus Kibirkštis-MRU,2021,3.,Savannah  Plentovich,"2,65",Klaipėdos Neptūnas,2021,3.,Erika  Budajeva,"3,67",Klaipėdos LCC tarptautinis universitetas,2021,3.,Rusnė  Būgaitė,"30,00",Klaipėdos LCC tarptautinis universitetas
